"","P","Alder","B.Ar","EL.Kar","O.Karak_num","BLEnergikWh","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"395",4200000,88,1931,1,2,661.34,2,"Uoppgitt","Blokkleilighet",1,"512.0",0,0,0,0,1,0,0,7,"517.0","0.0","517.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q4",2019-11-19,"4601/166/1002/6","4601","166","1002","6",139710339,"Leitet 1","leitet",1,NA,NA,"5018","Boligblokker",1382590,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6734131.72","-31325.23"
"399",3100000,64,1955,3,2,238.23,2,"Fritt salg","Blokkleilighet",1,"1528.7",0,0,0,0,0,0,0,14,"1511.0","0.0","1511.0","0.0",0,2,1,"78.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-25,"4601/160/162/7","4601","160","162","7",139231554,"SLETTEBAKKSVEIEN 82","slettebakksveien",82,NA,NA,"5093","Boligblokker",473249,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6730506.58","-30535.75"
"409",2800000,63,1956,3,3,234.99,2,"Fritt salg","Blokkleilighet",1,"1151.5",0,0,0,0,0,0,0,8,"718.0","0.0","718.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-21,"4601/161/125/4","4601","161","125","4",139241827,"Bekkeveien 11","bekkeveien",11,NA,NA,"5096","Boligblokker",576185,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6731208.59","-30081.03"
"412",2900000,28,1991,4,1,173.18,1,"Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,0,22,"2360.0","0.0","2360.0","0.0",0,4,2,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-19,"4601/11/676/54","4601","11","676","54",9486577,"Nordre Nattlandsfjellet 106","nordre nattlandsfjellet",106,NA,"H0303","5098","Boligblokker",1528510,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"416",2475000,28,1991,4,1,173.18,1,"Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,0,22,"2360.0","0.0","2360.0","0.0",0,1,3,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-02,"4601/11/676/13","4601","11","676","13",9486577,"Nordre Nattlandsfjellet 106","nordre nattlandsfjellet",106,NA,"H0303","5098","Boligblokker",1016156,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"419",2600000,28,1991,4,1,173.18,1,"Fritt salg","Frittliggende enebolig",1,"10964.4",1,0,0,0,0,0,0,22,"2360.0","0.0","2360.0","0.0",0,4,1,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-02,"4601/11/676/53","4601","11","676","53",9486577,"Nordre Nattlandsfjellet 106","nordre nattlandsfjellet",106,NA,"H0303","5098","Boligblokker",1443062,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"420",6050000,37,1982,3,2,276.3,4,"Fritt salg","Frittliggende enebolig",1,"429.0",0,0,0,0,0,0,0,1,"150.0","0.0","150.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q3",2019-07-09,"4601/54/62/NA","4601","54","62","NA",172953409,"Bjøllebotn 193","bjøllebotn",193,NA,"H0101","5226","Småhus",796147,"Kjede/atriumhus","Bolig","Bolig","6724546.55","-29979.39"
"426",2500000,29,1990,3,1,194.6,1,"Fritt salg","Blokkleilighet",1,"9749.8",0,0,0,0,0,0,0,61,"3851.0","0.0","3851.0","0.0",0,3,2,"58.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-06,"4601/38/351/43","4601","38","351","43",9496912,"Saksarlia 4","saksarlia",4,NA,"H01012","5253","Boligblokker",1472571,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6724989.03","-35373.12"
"444",2355000,13,2006,4,1,171.3,1,"Fritt salg","Blokkleilighet",1,"903.8",1,0,0,0,0,0,0,9,"578.0","0.0","578.0","0.0",1,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-02-28,"4601/164/445/3","4601","164","445","3",139277465,"Olaf Ryes vei 11 B","olaf ryes vei",11,"B",NA,"5007","Boligblokker",248220,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733675.9","-32274.2"
"457",4800000,13,2006,6,3,116.11,4,"Fritt salg","Frittliggende enebolig",1,"821.7",0,0,0,0,0,0,0,1,"193.0","0.0","193.0","0.0",0,1,1,"193.0",5,2,2,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q1",2019-01-21,"4601/198/83/NA","4601","198","83","NA",23610469,"SØRE TUFT 12","søre tuft",12,NA,"H0101","5109","Småhus",84684,"Enebolig","Bolig","Bolig","6746538.65","-28652.55"
"459",4380000,19,2000,4,2,192.97,4,"Fritt salg","Rekkehus/kjede",1,"134.3",0,0,0,0,0,0,0,1,"130.0","0.0","130.0","0.0",0,1,1,"130.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-19,"4601/35/638/NA","4601","35","638","NA",20742267,"Dolvikhaugene 38","dolvikhaugene",38,NA,"H0101","5252","Småhus",697826,"Rekkehus","Bolig","Bolig","6725646.55","-36184.93"
"461",2775000,13,2006,4,1,180.93,4,"Fritt salg","Blokkleilighet",1,"7657.4",1,0,0,0,0,0,0,2,"167.0","0.0","167.0","0.0",0,1,1,"69.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-19,"4601/47/128/7","4601","47","128","7",23632233,"Lilletveitvegen 103 E","lilletveitvegen",103,"E","H0101","5228","Småhus",1525691,"Rekkehus","Bolig","Bolig","6724081.33","-30810.77"
"463",4800000,17,2002,4,4,186.89,1,"Fritt salg","Blokkleilighet",1,"8213.0",1,0,0,0,0,0,0,22,"2400.0","0.0","2400.0","0.0",0,2,2,"74.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-10,"4601/168/1120/6","4601","168","1120","6",20753382,"Breiviken 2","breiviken",2,NA,"H0103","5042","Boligblokker",40284,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737704.4","-32748.1"
"464",3200000,17,2002,4,4,186.89,1,"Fritt salg","Blokkleilighet",1,"8213.0",1,0,0,0,0,0,0,22,"2400.0","0.0","2400.0","0.0",0,1,3,"60.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-09,"4601/168/1120/1","4601","168","1120","1",20753382,"Breiviken 2","breiviken",2,NA,"H0103","5042","Boligblokker",526688,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737704.4","-32748.1"
"467",4400000,19,2000,4,2,193.37,4,"Fritt salg","Tomannsbolig",1,"1750.0",0,0,0,0,0,0,0,1,"137.0","0.0","137.0","0.0",0,1,1,"137.0",5,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-25,"4601/106/786/3","4601","106","786","3",20739886,"Synningavegen 20","synningavegen",20,NA,"H0101","5259","Småhus",469288,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6720439.96","-38597.23"
"470",2550000,14,2005,3,1,220.6,1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,3,2,"45.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-04,"4601/216/1150/82","4601","216","1150","82",20787422,"Lønborglien 44","lønborglien",44,NA,"H0604","5039","Boligblokker",631982,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27"
"477",2525000,14,2005,3,1,220.6,1,"Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,5,5,"45.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-23,"4601/216/1150/97","4601","216","1150","97",20787422,"Lønborglien 44","lønborglien",44,NA,"H0604","5039","Boligblokker",95333,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27"
"501",7550000,12,2007,4,1,138.38,1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,0,33,"4310.0","0.0","4310.0","0.0",0,4,4,"110.0",3,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-20,"4601/164/46/49","4601","164","46","49",23584700,"Baneveien 37","baneveien",37,NA,"H0302","5010","Boligblokker",1389026,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734254.52","-32512.7"
"507",2900000,12,2007,4,1,138.38,1,"Gave","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,0,33,"4310.0","0.0","4310.0","0.0",0,2,4,"90.0",3,2,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-15,"4601/164/46/37","4601","164","46","37",23584700,"Baneveien 37","baneveien",39,NA,"H0302","5010","Boligblokker",59403,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734254.52","-32512.7"
"511",2565000,12,2007,4,1,138.38,1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,0,33,"4310.0","0.0","4310.0","0.0",0,1,4,"33.0",1,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-27,"4601/164/46/25","4601","164","46","25",23584700,"Baneveien 37","baneveien",37,NA,"H0302","5010","Boligblokker",1137544,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734254.52","-32512.7"
"512",3480000,12,2007,4,1,138.38,1,"Fritt salg","Blokkleilighet",1,"2062.6",1,0,0,0,0,0,0,33,"4310.0","0.0","4310.0","0.0",0,2,3,"54.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05,"4601/164/46/34","4601","164","46","34",23584700,"Baneveien 37","baneveien",37,NA,"H0302","5010","Boligblokker",1034510,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734254.52","-32512.7"
"536",2930000,31,1988,3,1,255.73,4,"Fritt salg","Uoppgitt",3,"268.0",0,0,0,0,0,0,0,7,"766.0","0.0","766.0","260.0",0,2,4,"95.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-16,"4627/9/280/7","4627","9","280","7",9815139,"Kleppegrend 20","kleppegrend",20,NA,"H0102","5308","Småhus",824688,"Rekkehus","Bolig","Bolig","6739072.09","-38415.61"
"552",2490000,82,1937,1,2,599.17,4,"Fritt salg","Blokkleilighet",1,"488.0",0,0,0,0,0,0,0,3,"336.0","0.0","336.0","0.0",0,1,1,"56.0",2,1,0,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-03,"4601/168/908/1","4601","168","908","1",139332504,"Munkebotn 43","munkebotn",43,NA,"U0101","5036","Småhus",1447507,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6737155.71","-31975.2"
"553",4450000,8,2011,5,1,131.54,4,"Fritt salg","Tomannsbolig",1,"1015.3",1,0,0,0,0,0,0,1,"140.0","0.0","140.0","0.0",0,1,1,"140.0",5,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-02-07,"4601/27/7/1","4601","27","7","1",25189604,"Krohnegården 12 B","krohnegården",12,"B","H0101","5146","Småhus",164344,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6731953.3","-33419.62"
"555",3700000,35,1984,3,2,233.82,4,"Fritt salg","Rekkehus/kjede",1,"303.1",0,0,0,0,0,0,0,1,"138.0","0.0","138.0","0.0",0,1,1,"138.0",5,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q3",2019-07-23,"4601/206/509/NA","4601","206","509","NA",139867963,"Træsgrenda 28","træsgrenda",28,NA,"H0101","5134","Småhus",853867,"Rekkehus","Bolig","Bolig","6742033.3","-28588.7"
"561",2900000,33,1986,3,1,218.54,1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,20,"3018.0","0.0","3018.0","0.0",0,3,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-29,"4601/49/295/137","4601","49","295","137",9430601,"Vallalia 81","vallalia",75,NA,"H0301","5227","Småhus",121303,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6722883.04","-30219.37"
"565",2850000,33,1986,3,1,218.54,1,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,20,"3018.0","0.0","3018.0","0.0",0,3,1,"108.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-23,"4601/49/295/134","4601","49","295","134",9430601,"Vallalia 81","vallalia",69,NA,"H0301","5227","Småhus",851268,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6722883.04","-30219.37"
"593",2375000,16,2003,5,1,128.8,1,"Fritt salg","Blokkleilighet",1,"10305.2",1,0,0,0,0,0,0,24,"2588.0","0.0","2588.0","0.0",0,1,2,"56.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-20,"4601/37/294/53","4601","37","294","53",20773847,"Grunnane 35","grunnane",35,NA,"H0301","5251","Boligblokker",1105347,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6725774.46","-35478.53"
"602",2790000,121,1898,2,1,281.25,4,"Fritt salg","Blokkleilighet",1,"148.1",0,0,0,0,1,0,0,6,"361.0","0.0","361.0","0.0",1,1,1,"0.0",0,0,0,1,0,"Underetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-10-03,"4601/165/373/1","4601","165","373","1",139287991,"Klosterhaugen 13","klosterhaugen",13,NA,NA,"5005","Boligblokker",1163605,"Store sammenbygde boligbygg på 2 etg.","Bolig","Bolig","6734765.9","-32499.94"
"615",3230000,8,2011,6,1,120.91,4,"Fritt salg","Rekkehus/kjede",1,"769.3",0,0,0,0,0,0,0,1,"142.0","0.0","142.0","83.0",0,1,1,"143.0",4,2,2,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2019,"2019Q3",2019-09-13,"4626/26/325/1","4626","26","325","1",300250126,"Breivikskorane 53","breivikskorane",53,NA,"H0101","5363","Småhus",1074051,"Kjede/atriumhus","Bolig","Bolig","6740571.84","-49439.71"
"616",3870000,122,1897,2,2,237.64,1,"Fritt salg","Blokkleilighet",1,"128.2",0,0,0,0,0,0,0,5,"400.0","0.0","400.0","0.0",0,4,1,"74.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-02-26,"4601/164/841/5","4601","164","841","5",139280725,"Nygårdsgaten 61","nygårdsgaten",61,NA,"H0301","5008","Boligblokker",236689,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733511.3","-31740.18"
"625",2370000,13,2006,4,1,189.4,4,"Fritt salg","Blokkleilighet",1,"665.7",0,0,0,0,0,0,0,2,"194.0","0.0","194.0","1.0",0,1,1,"73.0",3,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-06,"4624/49/83/1","4624","49","83","1",21723657,"Lekvenmarka 1 B","lekvenmarka",1,"B","U0101","5209","Småhus",1321556,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6708718.63","-29017.92"
"631",2850000,9,2010,5,4,177.24,4,"Fritt salg","Annet",1,"11496.2",1,0,0,0,0,0,0,3,"283.0","0.0","283.0","10.0",0,1,1,"66.0",3,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-05,"4601/119/625/17","4601","119","625","17",25603265,"Råvarden 241","råvarden",241,NA,"U0102","5239","Småhus",1460228,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6722625.17","-33836.59"
"638",2550000,33,1986,3,2,180.88,2,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,64,"10810.0","0.0","10810.0","0.0",0,6,1,"108.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-04,"4601/49/295/20","4601","49","295","20",9456228,"Vallalia 205","vallalia",120,NA,"H0301","5227","Boligblokker",398940,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"640",2875000,33,1986,3,2,180.88,2,"Fritt salg","Frittliggende enebolig",1,"23174.7",1,0,0,0,0,0,0,64,"10810.0","0.0","10810.0","0.0",0,5,1,"108.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-05,"4601/49/295/7","4601","49","295","7",9456228,"Vallalia 205","vallalia",146,NA,"H0301","5227","Boligblokker",267017,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"654",3e+06,33,1986,3,2,180.88,2,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,64,"10810.0","0.0","10810.0","0.0",0,6,1,"108.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-08-12,"4601/49/295/30","4601","49","295","30",9456228,"Vallalia 205","vallalia",100,NA,"H0301","5227","Boligblokker",926263,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"658",2625000,33,1986,3,2,180.88,2,"Fritt salg","Blokkleilighet",1,"23174.7",1,0,0,0,0,0,0,64,"10810.0","0.0","10810.0","0.0",0,3,1,"113.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-09-02,"4601/49/295/51","4601","49","295","51",9456228,"Vallalia 205","vallalia",223,NA,"H0301","5227","Boligblokker",1013104,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"668",2850000,33,1986,3,2,180.88,2,"Fritt salg","Blokkleilighet",1,"23174.7",1,0,0,0,0,0,0,64,"10810.0","0.0","10810.0","0.0",0,6,1,"108.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-02-18,"4601/49/295/12","4601","49","295","12",9456228,"Vallalia 205","vallalia",136,NA,"H0301","5227","Boligblokker",204350,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"680",1800000,33,1986,3,2,180.88,2,"Fritt salg","Blokkleilighet",1,"23174.7",1,0,0,0,0,0,0,64,"10810.0","0.0","10810.0","0.0",0,4,1,"65.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-27,"4601/49/295/1","4601","49","295","1",9456228,"Vallalia 205","vallalia",158,NA,"H0301","5227","Boligblokker",1545327,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"684",2730000,33,1986,3,2,180.88,2,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,64,"10810.0","0.0","10810.0","0.0",0,3,1,"113.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-02,"4601/49/295/58","4601","49","295","58",9456228,"Vallalia 205","vallalia",209,NA,"H0301","5227","Boligblokker",496854,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"687",3300000,33,1986,3,2,180.88,2,"Fritt salg","Rekkehus/kjede",1,"23174.7",1,0,0,0,0,0,0,64,"10810.0","0.0","10810.0","0.0",0,3,1,"113.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-06-26,"4601/49/295/50","4601","49","295","50",9456228,"Vallalia 205","vallalia",225,NA,"H0301","5227","Boligblokker",731551,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"691",2850000,33,1986,3,2,180.88,2,"Fritt salg","Annet",1,"23174.7",1,0,0,0,0,0,0,64,"10810.0","0.0","10810.0","0.0",0,6,1,"108.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-20,"4601/49/295/22","4601","49","295","22",9456228,"Vallalia 205","vallalia",116,NA,"H0301","5227","Boligblokker",1536773,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6722883.04","-30219.37"
"693",4350000,67,1952,1,2,433.67,4,"Fritt salg","Frittliggende enebolig",1,"866.2",0,0,0,0,0,0,0,1,"127.0","0.0","127.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",1,"Offentlig kloakk",2019,"2019Q3",2019-09-05,"4601/40/229/NA","4601","40","229","NA",139461843,"Skjoldvegen 64","skjoldvegen",64,NA,"H0101","5221","Småhus",1034581,"Enebolig","Bolig","Bolig","6725416.78","-32655.62"
"703",3050000,13,2006,3,2,198.71,4,"Fritt salg","Blokkleilighet",1,"629.7",0,0,0,0,0,0,0,8,"445.0","0.0","445.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q3",2019-07-31,"4601/162/241/5","4601","162","241","5",139257197,"Jonas Lies vei 20","jonas lies vei",20,NA,"H0302","5053","Boligblokker",879447,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732525.02","-31304.42"
"710",2075000,6,2013,5,1,135.3,4,"Fritt salg","Blokkleilighet",1,"3755.5",0,0,0,0,0,0,0,20,"1882.0","0.0","1882.0","838.0",0,1,3,"65.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-03-25,"4626/33/444/8","4626","33","444","8",9803874,"Norda Skaret 2 A","norda skaret",2,"B","H0104","5360","Boligblokker",353639,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732551.99","-45979.39"
"715",2990000,6,2013,5,1,135.3,4,"Fritt salg","Blokkleilighet",1,"3755.5",0,0,0,0,0,0,0,20,"1882.0","0.0","1882.0","838.0",0,2,2,"86.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-01-17,"4626/33/444/13","4626","33","444","13",9803874,"Norda Skaret 2 A","norda skaret",2,"D","H0104","5360","Boligblokker",73908,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732551.99","-45979.39"
"718",2e+06,6,2013,5,1,135.3,4,"Fritt salg","Blokkleilighet",1,"3755.5",0,0,0,0,0,0,0,20,"1882.0","0.0","1882.0","838.0",0,1,1,"63.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-12-12,"4626/33/444/4","4626","33","444","4",9803874,"Norda Skaret 2 A","norda skaret",2,"A","H0104","5360","Boligblokker",1498480,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732551.99","-45979.39"
"719",2400000,6,2013,5,1,135.3,4,"Fritt salg","Blokkleilighet",1,"3755.5",0,0,0,0,0,0,0,20,"1882.0","0.0","1882.0","838.0",0,2,3,"73.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q1",2019-02-08,"4626/33/444/9","4626","33","444","9",9803874,"Norda Skaret 2 A","norda skaret",2,"C","H0104","5360","Boligblokker",170450,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732551.99","-45979.39"
"726",5600000,18,2001,4,4,162.35,1,"Fritt salg","Blokkleilighet",1,"4530.9",1,0,0,0,0,0,0,45,"4236.0","0.0","4236.0","0.0",0,1,7,"94.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q4",2019-11-01,"4601/168/2020/1","4601","168","2020","1",20747579,"Måseskjærveien 6","måseskjærveien",6,NA,NA,"5035","Boligblokker",1303309,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6736641.45","-31888.36"
