"","P","Alder","B.Ar","EL.Kar","O.Karak","BLEnergikWh","MatValg","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"121",2500000,36,1984,3,"Orange",282.53,"Tre","Annet","Frittliggende enebolig",1,"838.2",1,0,0,0,0,0,0,2,"257.0","0.0","257.0","0.0",0,1,1,"0.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-15,"4601/21/1223/NA","4601","21","1223","NA",9426914,"PRESIDENT CHRISTIES VEI 8 A","president christies vei",8,"A","H0101","5151","Småhus",3183633,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6727534.18","-35570.08"
"125",2500000,36,1984,3,"Orange",282.53,"Tre","Annet","Frittliggende enebolig",1,"838.2",1,0,0,0,0,0,0,2,"257.0","0.0","257.0","0.0",0,2,1,"263.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-15,"4601/21/1223/NA","4601","21","1223","NA",9426914,"PRESIDENT CHRISTIES VEI 8 A","president christies vei",8,"A","H0101","5151","Småhus",3183633,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6727534.18","-35570.08"
"131",3430000,69,1951,3,"Orange",313.03,"Mur/tegl","Fritt salg","Blokkleilighet",1,"493.2",0,0,0,0,0,0,0,4,"317.0","0.0","317.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-29,"4601/160/983/3","4601","160","983","3",139240545,"SOLEIVEIEN 4","soleiveien",4,NA,NA,"5093","Småhus",3095312,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6731151.09","-30224.9"
"134",1531250,66,1954,2,"Orange",356.24,"Betong","Fritt salg","Blokkleilighet",1,"407.5",0,0,0,0,0,0,0,4,"324.0","0.0","324.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-08,"4601/159/625/3","4601","159","625","3",139226240,"Løbergsveien 102","løbergsveien",102,NA,"H0201","5073","Boligblokker",2560443,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6731027.25","-31521.41"
"141",3150000,130,1890,1,"Red",380.92,"Mur/tegl","Fritt salg","Blokkleilighet",1,"207.8",0,0,0,0,0,0,0,10,"519.0","0.0","519.0","0.0",0,2,2,"50.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-22,"4601/164/660/3","4601","164","660","3",139279239,"Fosswinckels gate 39","fosswinckels gate",39,NA,NA,"5008","Boligblokker",2776905,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6733652.4","-31890.95"
"146",2700000,136,1884,1,"Red",655.4,"Tre","Fritt salg","Blokkleilighet",1,"97.6",0,0,0,0,1,0,0,4,"232.0","0.0","232.0","0.0",1,1,1,"57.0",2,1,1,1,0,"Kjelleretasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-29,"4601/167/1468/1","4601","167","1468","1",139322568,"WESENBERGSMAUET 11 A","koren wibergs plass",15,NA,NA,"5003","Småhus",2804724,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6735005.55","-31798.84"
"149",9100000,36,1984,3,"Orange",262.01,"Tre","Fritt salg","Frittliggende enebolig",1,"92.1",0,0,0,0,1,0,0,2,"157.0","0.0","157.0","0.0",1,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-16,"4601/165/1039/NA","4601","165","1039","NA",139293657,"YTRE MARKEVEIEN 35","ytre markeveien",35,NA,"H0101","5005","Småhus",3339174,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6734832.91","-32527.13"
"153",9100000,36,1984,3,"Orange",262.01,"Tre","Fritt salg","Frittliggende enebolig",1,"92.1",0,0,0,0,1,0,0,2,"157.0","0.0","157.0","0.0",1,1,1,"0.0",0,0,0,1,0,"Underetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-16,"4601/165/1039/NA","4601","165","1039","NA",139293657,"YTRE MARKEVEIEN 35","ytre markeveien",35,NA,"H0101","5005","Småhus",3339174,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6734832.91","-32527.13"
"170",1790000,14,2006,4,"Red",242.29,"Mur/tegl","Fritt salg","Blokkleilighet",1,"364.8",0,0,0,0,0,0,0,4,"215.0","0.0","215.0","0.0",0,1,1,"0.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-23,"4601/158/662/1","4601","158","662","1",139218442,"NORDRE SKOGVEIEN 23","nordre skogveien",23,NA,NA,"5057","Småhus",3376287,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6732703.98","-32180.81"
"172",2200000,12,2008,4,"Red",167.61,"Betong","Fritt salg","Blokkleilighet",1,"5820.0",0,0,0,0,0,0,0,6,"707.0","0.0","707.0","0.0",0,2,1,"77.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q1",2020-03-26,"4626/8/95/9","4626","8","95","9",24660745,"Halsvardtjørna 26 C","halsvardtjørna",26,"B","H0301","5357","Boligblokker",2273434,"Terrassehus","Bolig","Bolig","6729600.42","-49188.67"
"174",2050000,12,2008,4,"Red",167.61,"Betong","Fritt salg","Blokkleilighet",1,"5820.0",0,0,0,0,0,0,0,6,"707.0","0.0","707.0","0.0",0,3,2,"64.0",2,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q3",2020-09-07,"4626/8/95/16","4626","8","95","16",24660745,"Halsvardtjørna 26 C","halsvardtjørna",24,"C","H0301","5357","Boligblokker",2981449,"Terrassehus","Bolig","Bolig","6729600.42","-49188.67"
"179",2275000,62,1958,2,"Orange",321.46,"Betong","Fritt salg","Blokkleilighet",1,"347.7",0,0,0,0,0,0,0,11,"895.0","0.0","895.0","0.0",0,1,1,"49.0",2,1,1,1,0,"Loft","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-03,"4601/158/279/10","4601","158","279","10",139214528,"LØBERGSVEIEN 31","løbergsveien",31,NA,NA,"5054","Boligblokker",3272884,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732176.57","-31641.51"
"183",1850000,62,1958,2,"Orange",321.46,"Betong","Fritt salg","Blokkleilighet",1,"347.7",0,0,0,0,0,0,0,11,"895.0","0.0","895.0","0.0",0,3,2,"38.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-19,"4601/158/279/8","4601","158","279","8",139214528,"LØBERGSVEIEN 31","løbergsveien",31,NA,NA,"5054","Boligblokker",3193275,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732176.57","-31641.51"
"187",1790000,87,1933,2,"Orange",438.43,"Betong","Fritt salg","Blokkleilighet",1,"247.9",0,0,0,0,0,0,0,6,"406.0","0.0","406.0","0.0",0,1,1,"35.0",1,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-09,"4601/158/341/1","4601","158","341","1",139215125,"SYGNAGATEN 9","sygnagaten",9,NA,"H0101","5055","Småhus",3154633,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6732071.56","-31743.94"
"194",2600000,25,1995,4,"Red",181.94,"Betong","Fritt salg","Blokkleilighet",1,"3338.7",0,0,0,0,0,0,0,34,"4244.0","0.0","4244.0","0.0",0,2,5,"60.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-05,"4601/168/1952/8","4601","168","1952","8",9540105,"Lønborglien 286","lønborglien",286,NA,"H0202","5039","Boligblokker",2834753,"Terrassehus","Bolig","Bolig","6739252.67","-33109.28"
"196",6500000,22,1998,4,"Orange",176.76,"Tre","Fritt salg","Frittliggende enebolig",1,"1359.1",0,0,0,0,0,0,0,2,"353.0","0.0","353.0","0.0",0,1,1,"62.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-06,"4601/205/24/NA","4601","205","24","NA",9559531,"HJORTLANDSVEGEN 110","hjortlandsvegen",110,NA,"H0101","5135","Småhus",3132780,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6741105.12","-28640.7"
"200",6500000,22,1998,4,"Orange",176.76,"Tre","Fritt salg","Frittliggende enebolig",1,"1359.1",0,0,0,0,0,0,0,2,"353.0","0.0","353.0","0.0",0,1,1,"291.0",5,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-06,"4601/205/24/NA","4601","205","24","NA",9559531,"HJORTLANDSVEGEN 110","hjortlandsvegen",110,NA,"H0101","5135","Småhus",3132780,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6741105.12","-28640.7"
"210",2190000,127,1893,1,"Red",920.37,"Tre","Fritt salg","Blokkleilighet",2,"115.4",0,0,0,0,1,0,0,3,"207.0","0.0","207.0","0.0",1,1,2,"27.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-04,"4601/166/329/NA","4601","166","329","NA",139297075,"LILLE ØVREGATEN 20 A","lille øvregaten",20,"A","H0101","5018","Småhus",2973151,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6734575.97","-31604.57"
"216",2190000,127,1893,1,"Red",920.37,"Tre","Fritt salg","Blokkleilighet",2,"115.4",0,0,0,0,1,0,0,3,"207.0","0.0","207.0","0.0",1,1,1,"38.0",2,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-04,"4601/166/329/NA","4601","166","329","NA",139297075,"LILLE ØVREGATEN 20 A","lille øvregaten",20,"A","H0101","5018","Småhus",2973151,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6734575.97","-31604.57"
"222",3770000,59,1961,2,"Orange",480.83,"Tre","Fritt salg","Rekkehus/kjede",1,"111.3",0,0,0,0,0,0,0,1,"121.0","0.0","121.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-03,"4601/18/269/NA","4601","18","269","NA",139417305,"FREDLUNDVEIEN 30 H","fredlundveien",30,"H","H0101","5073","Småhus",2535764,"Rekkehus","Bolig","Bolig","6730141.15","-31859.26"
"224",2600000,15,2005,4,"Orange",175.21,"Tre","Skifteoppgjør","Rekkehus/kjede",1,"6901.9",1,0,0,0,0,0,0,1,"140.0","0.0","140.0","1.0",0,1,1,"140.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-21,"4601/6/271/5","4601","6","271","5",23620979,"HELLDALSSTØLEN 11","helldalsstølen",11,NA,"H0101","5225","Småhus",2008992,"Rekkehus","Bolig","Bolig","6728235.67","-28981.63"
"226",6400000,16,2004,5,"Orange",155.39,"Tre","Fritt salg","Frittliggende enebolig",1,"860.3",0,0,0,0,0,0,0,2,"228.0","0.0","228.0","0.0",0,1,1,"63.0",3,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-23,"4601/172/171/NA","4601","172","171","NA",20786272,"GAMLE STEINSTØVEGEN 38","gamle steinstøvegen",38,NA,"H0101","5108","Småhus",2257217,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6748667.94","-30400.17"
"230",6400000,16,2004,5,"Orange",155.39,"Tre","Fritt salg","Frittliggende enebolig",1,"860.3",0,0,0,0,0,0,0,2,"228.0","0.0","228.0","0.0",0,1,1,"165.0",6,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-23,"4601/172/171/NA","4601","172","171","NA",20786272,"GAMLE STEINSTØVEGEN 38","gamle steinstøvegen",38,NA,"H0101","5108","Småhus",2257217,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6748667.94","-30400.17"
"236",2800000,29,1991,4,"Red",171.22,"Betong","Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,0,31,"3504.0","0.0","3504.0","0.0",0,3,1,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-20,"4601/11/676/29","4601","11","676","29",9486550,"Nordre Nattlandsfjellet 104 A","nordre nattlandsfjellet",104,"A","H0403","5098","Boligblokker",2005382,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"239",3600000,29,1991,4,"Red",171.22,"Betong","Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,0,31,"3504.0","0.0","3504.0","0.0",0,6,1,"139.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-05,"4601/11/676/72","4601","11","676","72",9486550,"Nordre Nattlandsfjellet 104 A","nattlandsrinden",88,NA,"H0403","5098","Boligblokker",2071715,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"241",3e+06,29,1991,4,"Red",171.22,"Betong","Fritt salg","Blokkleilighet",1,"10964.4",1,0,0,0,0,0,0,31,"3504.0","0.0","3504.0","0.0",0,1,3,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-05-22,"4601/11/676/3","4601","11","676","3",9486550,"Nordre Nattlandsfjellet 104 A","nordre nattlandsfjellet",104,"A","H0403","5098","Boligblokker",2491750,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6729075.64","-29895.8"
"254",2590000,13,2007,4,"Red",172.72,"Tre","Fritt salg","Blokkleilighet",1,"6265.7",1,0,0,0,0,0,0,2,"139.0","0.0","139.0","0.0",0,2,1,"68.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-19,"4624/44/501/11","4624","44","501","11",21720593,"Halhjemsmarka 191 B","halhjemsmarka",191,"B",NA,"5208","Boligblokker",2621846,"Tomannsbolig, horisontaldelt","Bolig","Bolig","6705778.06","-29946.22"
"262",3050000,15,2005,3,"Red",197.63,"Betong","Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,3,6,"66.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-02,"4601/216/1150/18","4601","216","1150","18",20787449,"Lønborglien 40","lønborglien",40,NA,"H0305","5039","Boligblokker",2531830,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27"
"272",3e+06,15,2005,3,"Red",197.63,"Betong","Fritt salg","Blokkleilighet",1,"12415.3",1,0,0,0,0,0,0,34,"2128.0","0.0","2128.0","0.0",0,3,1,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-06,"4601/216/1150/13","4601","216","1150","13",20787449,"Lønborglien 40","lønborglien",40,NA,"H0305","5039","Boligblokker",2706291,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6739543.38","-33040.27"
"275",3520000,122,1898,1,"Orange",573.07,"Betong","Fritt salg","Blokkleilighet",1,"333.8",0,0,0,0,0,0,0,13,"987.0","0.0","987.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-15,"4601/164/1292/5","4601","164","1292","5",139747844,"DANIEL HANSENS GATE 14","daniel hansens gate",14,NA,NA,"5008","Boligblokker",2594423,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733717.09","-31720.11"
"285",2550000,109,1911,2,"Red",361.26,"Betong","Fritt salg","Blokkleilighet",1,"177.7",0,0,0,0,0,0,0,7,"423.0","0.0","423.0","0.0",0,1,1,"47.0",2,1,1,1,0,"Kjelleretasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-17,"4601/167/656/1","4601","167","656","1",139315340,"Rotthaugsgaten 6","rotthaugsgaten",6,NA,"H0201","5033","Boligblokker",2881160,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6735513.95","-31822.35"
"288",4050000,92,1928,1,"Orange",658.38,"Tre","Fritt salg","Frittliggende enebolig",2,"1203.4",0,0,0,0,0,0,0,1,"30.0","0.0","30.0","25.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",1,"Offentlig kloakk",2020,"2020Q1",2020-03-19,"4627/6/224/NA","4627","6","224","NA",13595739,"FLORVÅGBAKKEN 62","florvågbakken",62,NA,"H0101","5305","Småhus",2250292,"Enebolig","Bolig","Bolig","6738122.48","-36569.36"
"292",4050000,92,1928,1,"Orange",658.38,"Tre","Fritt salg","Frittliggende enebolig",2,"1203.4",0,0,0,0,0,0,0,1,"30.0","0.0","30.0","25.0",0,0,0,"0.0",0,0,0,1,0,NA,"Ikke Oppgitt",0,"Ikke Oppgitt",1,"Offentlig kloakk",2020,"2020Q1",2020-03-19,"4627/6/224/NA","4627","6","224","NA",13595739,"FLORVÅGBAKKEN 62",NA,0,NA,"H0101","5305","Småhus",2250292,"Enebolig","Bolig","Bolig","6738122.48","-36569.36"
"296",3295000,9,2011,4,"Lightgreen",151.51,"Betong","Fritt salg","Blokkleilighet",1,"2115.2",0,0,0,0,0,0,0,32,"3785.0","0.0","3785.0","1.0",0,1,3,"65.0",3,1,1,0,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-11,"4601/120/477/19","4601","120","477","19",25605330,"Vindharpevegen 10","vindharpevegen",8,NA,NA,"5237","Boligblokker",2578263,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6724234.39","-34345.0"
"300",4200000,9,2011,4,"Lightgreen",151.51,"Betong","Fritt salg","Blokkleilighet",1,"2115.2",0,0,0,0,0,0,0,32,"3785.0","0.0","3785.0","1.0",0,3,4,"84.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-10,"4601/120/477/28","4601","120","477","28",25605330,"Vindharpevegen 10","vindharpevegen",8,NA,NA,"5237","Boligblokker",3469798,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6724234.39","-34345.0"
"309",4400000,120,1900,1,"Orange",564.32,"Tre","Fritt salg","Blokkleilighet",1,"144.9",0,0,0,0,0,0,0,4,"448.0","0.0","448.0","0.0",0,4,1,"101.0",3,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q3",2020-08-04,"4601/164/581/4","4601","164","581","4",139709349,"Øysteins gate 8","øysteins gate",8,NA,"H0401","5007","Boligblokker",2824792,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6734031.95","-32341.18"
"311",5125000,8,2012,5,"Orange",146.51,"Tre","Fritt salg","Tomannsbolig",1,"798.3",0,0,0,0,0,0,0,1,"159.0","0.0","159.0","118.0",0,1,1,"159.0",6,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-06,"4627/4/383/1","4627","4","383","1",300228363,"Skogvegen 55 A","skogvegen",55,"A","H0101","5306","Småhus",2311672,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6741647.18","-36571.15"
"319",2770000,105,1915,1,"Red",794.52,"Mur/tegl","Fritt salg","Blokkleilighet",1,"165.5",0,0,0,0,0,0,0,10,"353.0","0.0","353.0","0.0",0,3,3,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-06,"4601/168/490/9","4601","168","490","9",139328019,"Kirkegaten 16","kirkegaten",16,NA,NA,"5036","Boligblokker",2702575,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6735946.59","-31603.17"
"321",4500000,81,1939,1,"Red",738.63,"Mur/tegl","Fritt salg","Blokkleilighet",1,"425.1",0,0,0,0,0,0,0,3,"283.0","0.0","283.0","0.0",0,1,1,"85.0",3,1,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-11,"4601/168/905/2","4601","168","905","2",139332482,"Munkebotn 39","munkebotn",39,NA,"U0101","5036","Småhus",3477431,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6737198.98","-31951.05"
"323",5670000,32,1988,3,"Orange",256.45,"Tre","Fritt salg","Frittliggende enebolig",1,"544.2",0,0,0,0,0,0,0,1,"270.0","0.0","270.0","0.0",0,1,1,"270.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-02,"4627/7/756/NA","4627","7","756","NA",9818154,"Holmedalshammaren 17","holmedalshammaren",17,NA,"H0101","5300","Småhus",2529915,"Enebolig","Bolig","Bolig","6736765.85","-37624.86"
"328",2300000,90,1930,1,"Lightgreen",444.36,"Mur/tegl","Fritt salg","Blokkleilighet",1,"2882.5",1,0,0,0,0,0,0,32,"2313.0","0.0","2313.0","0.0",0,3,6,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q2",2020-06-02,"4601/168/678/32","4601","168","678","32",139711904,"Heien 25","heien",25,NA,"H0201","5037","Boligblokker",2529829,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736145.7","-31467.6"
"331",3300000,90,1930,1,"Lightgreen",444.36,"Mur/tegl","Fritt salg","Blokkleilighet",1,"2882.5",1,0,0,0,0,0,0,32,"2313.0","0.0","2313.0","0.0",0,1,8,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q3",2020-08-12,"4601/168/678/8","4601","168","678","8",139711904,"Heien 25","heien",25,NA,"H0201","5037","Boligblokker",2864789,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736145.7","-31467.6"
"333",5250000,90,1930,1,"Lightgreen",444.36,"Mur/tegl","Fritt salg","Blokkleilighet",1,"2882.5",1,0,0,0,0,0,0,32,"2313.0","0.0","2313.0","0.0",0,3,5,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q2",2020-04-14,"4601/168/678/26","4601","168","678","26",139711904,"Heien 25","heien",25,NA,"H0201","5037","Boligblokker",2328010,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736145.7","-31467.6"
"335",2500000,90,1930,1,"Lightgreen",444.36,"Mur/tegl","Fritt salg","Blokkleilighet",1,"2882.5",1,0,0,0,0,0,0,32,"2313.0","0.0","2313.0","0.0",0,3,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q2",2020-04-28,"4601/168/678/29","4601","168","678","29",139711904,"Heien 25","heien",25,NA,"H0201","5037","Boligblokker",2387564,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736145.7","-31467.6"
"337",2220000,90,1930,1,"Lightgreen",444.36,"Mur/tegl","Fritt salg","Blokkleilighet",1,"2882.5",1,0,0,0,0,0,0,32,"2313.0","0.0","2313.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Kjelleretasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q3",2020-07-01,"4601/168/678/1","4601","168","678","1",139711904,"Heien 25","heien",25,NA,"H0201","5037","Boligblokker",2677994,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736145.7","-31467.6"
"345",2600000,90,1930,1,"Lightgreen",444.36,"Mur/tegl","Fritt salg","Blokkleilighet",1,"2882.5",1,0,0,0,0,0,0,32,"2313.0","0.0","2313.0","0.0",0,1,9,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q3",2020-08-18,"4601/168/678/7","4601","168","678","7",139711904,"Heien 25","heien",25,NA,"H0201","5037","Boligblokker",2886606,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736145.7","-31467.6"
"362",4700000,12,2008,4,"Lightgreen",163.88,"Tre","Tvangssalg","Blokkleilighet",1,"163.6",0,0,0,0,1,0,0,4,"316.0","0.0","316.0","0.0",1,2,2,"0.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-05,"4601/166/851/4","4601","166","851","4",139301129,"Grønnevollen 7","grønnevollen",7,NA,"H0101","5016","Småhus",2192457,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734111.74","-31667.12"
