"","P","Alder","B.Ar","EL.Kar","O.Karak","BLEnergikWh","MatValg","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"2743",4800000,26,1994,3,"Orange",225.37,"Tre","Fritt salg","Tomannsbolig",1,"625.4",0,0,0,0,0,0,0,1,"131.0","0.0","131.0","0.0",0,1,1,"131.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-05-15,"4601/185/430/1","4601","185","430","1",9532498,"Morvikveien 79 J","morvikveien",79,"J","H0101","5122","Småhus",2465287,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6743264.59","-33351.32"
"2746",2750000,11,2009,6,"Red",129.5,"Tre","Fritt salg","Blokkleilighet",1,"5453.1",1,0,0,0,0,0,0,4,"326.0","0.0","326.0","0.0",0,1,1,"82.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-23,"4627/15/121/1","4627","15","121","1",300030974,"Kikhaugen 7 C","kikhaugen",7,"C","H0101","5310","Småhus",2638649,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6741259.51","-39532.97"
"2748",3850000,17,2003,4,"Orange",179.04,"Tre","Fritt salg","Tomannsbolig",1,"402.7",0,0,0,0,0,0,0,1,"135.0","0.0","135.0","0.0",0,1,1,"135.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-05-06,"4627/10/581/NA","4627","10","581","NA",19722716,"Lyngmarka 47 A","lyngmarka",47,"A","H0101","5302","Småhus",2418026,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6737124.52","-39509.19"
"2753",2700000,82,1938,1,"Orange",410.82,"Mur/tegl","Fritt salg","Blokkleilighet",1,"340.8",0,0,0,0,0,0,0,4,"241.0","0.0","241.0","0.0",0,1,1,"35.0",2,1,0,1,0,"Loft","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q3",2020-07-15,"4601/168/670/4","4601","168","670","4",139710800,"Heien 15","heien",15,NA,"U0101","5037","Boligblokker",2753875,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736051.51","-31467.32"
"2760",2430000,13,2007,5,"Red",122.96,"Betong","Fritt salg","Uoppgitt",1,"1477.5",0,0,0,0,0,0,0,35,"4055.0","0.0","4055.0","0.0",0,3,1,"59.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-08,"4627/6/118/18","4627","6","118","18",13595240,"Sjødalsvegen 30","sjødalsvegen",30,NA,"H0405","5305","Boligblokker",2559566,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737532.61","-35948.79"
"2761",2750000,13,2007,5,"Red",122.96,"Betong","Fritt salg","Blokkleilighet",1,"1477.5",0,0,0,0,0,0,0,35,"4055.0","0.0","4055.0","0.0",0,3,2,"85.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-18,"4627/6/118/17","4627","6","118","17",13595240,"Sjødalsvegen 30","sjødalsvegen",30,NA,"H0405","5305","Boligblokker",2888361,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737532.61","-35948.79"
"2769",2255000,13,2007,5,"Red",122.96,"Betong","Fritt salg","Blokkleilighet",1,"1477.5",0,0,0,0,0,0,0,35,"4055.0","0.0","4055.0","0.0",0,4,5,"56.0",2,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-03,"4627/6/118/21","4627","6","118","21",13595240,"Sjødalsvegen 30","sjødalsvegen",30,NA,"H0405","5305","Boligblokker",2304121,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737532.61","-35948.79"
"2770",2450000,13,2007,5,"Red",122.96,"Betong","Fritt salg","Blokkleilighet",1,"1477.5",0,0,0,0,0,0,0,35,"4055.0","0.0","4055.0","0.0",0,5,1,"59.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-08,"4627/6/118/32","4627","6","118","32",13595240,"Sjødalsvegen 30","sjødalsvegen",30,NA,"H0405","5305","Boligblokker",2720087,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6737532.61","-35948.79"
"2771",5620000,66,1954,1,"Red",323.67,"Tre","Fritt salg","Tomannsbolig",2,"324.7",0,0,0,0,0,0,0,1,"163.0","0.0","163.0","0.0",0,1,1,"150.0",0,0,0,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-22,"4601/160/121/NA","4601","160","121","NA",139231198,"Birkeveien 60 B","birkeveien",60,"B","H0101","5089","Småhus",2363241,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6730527.74","-30239.27"
"2777",2200000,130,1890,1,"Red",458.37,"Mur/tegl","Fritt salg","Blokkleilighet",1,"290.8",0,0,0,0,0,0,0,7,"606.0","0.0","606.0","0.0",1,1,1,"35.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-10,"4601/164/685/6","4601","164","685","6",139279484,"Allégaten 3","allégaten",3,NA,"L0102","5007","Boligblokker",2850431,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733759.76","-32039.27"
"2778",3550000,130,1890,1,"Red",458.37,"Mur/tegl","Fritt salg","Blokkleilighet",1,"290.8",0,0,0,0,0,0,0,7,"606.0","0.0","606.0","0.0",1,1,2,"67.0",2,1,1,1,0,"Loft","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-23,"4601/164/685/7","4601","164","685","7",139279484,"Allégaten 3","allégaten",3,NA,"L0102","5007","Boligblokker",2257824,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6733759.76","-32039.27"
"2779",2550000,61,1959,2,"Orange",211.2,"Mur/tegl","Fritt salg","Blokkleilighet",1,"10248.9",1,0,0,0,0,0,0,8,"1044.0","0.0","1044.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-03,"4601/160/585/11","4601","160","585","11",139748379,"Fageråsen 33 B","fageråsen",33,"A","H0102","5093","Boligblokker",2693147,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6730214.47","-30834.93"
"2781",3600000,61,1959,2,"Orange",211.2,"Mur/tegl","Fritt salg","Blokkleilighet",1,"10248.9",1,0,0,0,0,0,0,8,"1044.0","0.0","1044.0","0.0",0,1,2,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-19,"4601/160/585/14","4601","160","585","14",139748379,"Fageråsen 33 B","fageråsen",33,"B","H0102","5093","Boligblokker",2247202,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6730214.47","-30834.93"
"2783",2550000,61,1959,2,"Orange",211.2,"Mur/tegl","Fritt salg","Blokkleilighet",1,"10248.9",1,0,0,0,0,0,0,8,"1044.0","0.0","1044.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-23,"4601/160/585/12","4601","160","585","12",139748379,"Fageråsen 33 B","fageråsen",33,"A","H0102","5093","Boligblokker",2022914,"Stort frittliggende boligbygg på 2 etg.","Bolig","Bolig","6730214.47","-30834.93"
"2785",5190000,85,1935,1,"Yellow",335.62,"Mur/tegl","Fritt salg","Blokkleilighet",1,"567.1",0,0,0,0,0,0,0,3,"312.0","0.0","312.0","0.0",0,2,1,"93.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-18,"4601/161/115/3","4601","161","115","3",139241703,"Engeveien 6","engeveien",6,NA,"H0201","5096","Småhus",2243836,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6731343.71","-30153.74"
"2787",2850000,31,1989,4,"Yellow",197.73,"Tre","Fritt salg","Frittliggende enebolig",1,"799.1",0,0,0,0,0,0,0,1,"122.0","0.0","122.0","0.0",0,1,1,"122.0",5,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",2,"Privat kloakk",2020,"2020Q3",2020-07-01,"4626/234/203/NA","4626","234","203","NA",9859624,"Knappestigen 8","knappestigen",8,NA,"H0101","5337","Småhus",2679300,"Enebolig","Bolig","Bolig","6745151.88","-50710.48"
"2789",6500000,13,2007,5,"Orange",139.63,"Tre","Fritt salg","Frittliggende enebolig",1,"1916.3",0,0,0,0,0,0,0,1,"210.0","0.0","210.0","0.0",0,1,1,"210.0",5,3,3,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2020,"2020Q3",2020-07-17,"4631/322/30/NA","4631","322","30","NA",21172510,"Juviknipa 7","juviknipa",7,NA,"H0101","5918","Småhus",2761343,"Enebolig","Bolig","Bolig","6748064.08","-35501.21"
"2791",4900000,36,1984,3,"Yellow",235.71,"Tre","Fritt salg","Rekkehus/kjede",1,"328.8",0,0,0,0,0,0,0,1,"136.0","0.0","136.0","0.0",0,1,1,"139.0",4,1,2,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q2",2020-04-03,"4601/121/727/NA","4601","121","727","NA",139898826,"Nordåsvegen 225","nordåsvegen",225,NA,"H0101","5235","Småhus",2304616,"Rekkehus","Bolig","Bolig","6724641.93","-34310.62"
"2793",4300000,8,2012,6,"Orange",127.37,"Tre","Fritt salg","Tomannsbolig",1,"1414.1",0,0,0,0,0,0,0,1,"144.0","0.0","144.0","104.0",0,1,1,"144.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-30,"4627/13/608/1","4627","13","608","1",300182733,"Løftet 65","løftet",65,NA,"H0101","5304","Småhus",2671199,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6739487.41","-41326.36"
"2795",1900000,10,2010,5,"Red",144.82,"Tre","Fritt salg","Blokkleilighet",1,"3806.2",0,0,0,0,0,0,0,6,"462.0","0.0","462.0","240.0",0,1,1,"77.0",3,1,1,1,0,"Hovedetasje","Kjøkken",2,"Tilkn. privat vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-15,"4626/114/245/3","4626","114","245","3",300038907,"Kleppasjøen 42 D","kleppasjøen",42,"E","H0202","5378","Småhus",2333144,"Rekkehus","Bolig","Bolig","6713004.31","-45304.65"
"2798",1830000,10,2010,5,"Red",144.82,"Tre","Fritt salg","Blokkleilighet",1,"3806.2",0,0,0,0,0,0,0,6,"462.0","0.0","462.0","240.0",0,2,2,"77.0",3,1,1,1,0,"Hovedetasje","Kjøkken",2,"Tilkn. privat vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-10,"4626/114/245/5","4626","114","245","5",300038907,"Kleppasjøen 42 D","kleppasjøen",42,"D","H0202","5378","Småhus",2734741,"Rekkehus","Bolig","Bolig","6713004.31","-45304.65"
"2800",3925000,55,1965,2,"Yellow",280.18,"Tre","Fritt salg","Rekkehus/kjede",1,"548.2",0,0,0,0,0,0,0,1,"129.0","0.0","129.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-09-03,"4601/49/168/NA","4601","49","168","NA",139508564,"Nordre Vallavegen 52","nordre vallavegen",52,NA,"H0101","5227","Småhus",2967226,"Rekkehus","Bolig","Bolig","6722788.95","-30319.11"
"2801",4150000,30,1990,4,"Orange",170.61,"Mur/tegl","Fritt salg","Frittliggende enebolig",1,"467.5",0,0,0,0,0,0,0,1,"207.0","0.0","207.0","0.0",0,1,1,"207.0",5,2,2,1,0,"Hovedetasje","Kjøkken",2,"Tilkn. privat vannverk",2,"Privat kloakk",2020,"2020Q3",2020-08-04,"4626/39/492/NA","4626","39","492","NA",12193009,"Rennedalsvegen 19","rennedalsvegen",19,NA,"H0101","5355","Småhus",2827236,"Enebolig","Bolig","Bolig","6733780.39","-41362.46"
"2803",5340000,31,1989,4,"Yellow",185.15,"Tre","Fritt salg","Tomannsbolig",1,"314.6",0,0,0,0,0,0,0,1,"161.0","0.0","161.0","0.0",0,1,1,"188.0",5,1,2,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q1",2020-02-05,"4601/27/145/NA","4601","27","145","NA",20749954,"Klauvsteinen 33","klauvsteinen",33,NA,"H0101","5146","Småhus",2071471,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6731985.38","-33387.77"
"2805",2450000,87,1933,3,"Red",219.27,"Mur/tegl","Fritt salg","Blokkleilighet",1,"206.6",0,0,0,0,1,0,0,9,"557.0","0.0","557.0","0.0",0,4,2,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q3",2020-07-23,"4601/166/830/9","4601","166","830","9",139710266,"St. Jørgens gate 6","st. jørgens gate",6,NA,"H0302","5018","Boligblokker",2782229,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6734196.33","-31405.92"
"2807",3150000,87,1933,3,"Red",219.27,"Mur/tegl","Fritt salg","Blokkleilighet",1,"206.6",0,0,0,0,1,0,0,9,"557.0","0.0","557.0","0.0",0,3,2,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q1",2020-02-21,"4601/166/830/7","4601","166","830","7",139710266,"St. Jørgens gate 6","st. jørgens gate",6,NA,"H0302","5018","Boligblokker",2140609,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6734196.33","-31405.92"
"2808",2050000,31,1989,4,"Red",169.27,"Betong","Fritt salg","Blokkleilighet",1,"571.8",0,0,0,0,0,0,0,18,"1517.0","0.0","1517.0","0.0",0,2,2,"55.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-27,"4624/24/164/3","4624","24","164","3",16458279,"Nedre Askvik 50 H","nedre askvik",50,"H","H0202","5217","Boligblokker",3402836,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709777.97","-32464.24"
"2812",1850000,31,1989,4,"Red",169.27,"Betong","Fritt salg","Blokkleilighet",1,"571.8",0,0,0,0,0,0,0,18,"1517.0","0.0","1517.0","0.0",0,2,4,"56.0",2,1,1,0,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-09,"4624/24/164/5","4624","24","164","5",16458279,"Nedre Askvik 50 H","nedre askvik",50,"J","H0202","5217","Boligblokker",3304140,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709777.97","-32464.24"
"2813",1850000,31,1989,4,"Red",169.27,"Betong","Fritt salg","Blokkleilighet",1,"571.8",0,0,0,0,0,0,0,18,"1517.0","0.0","1517.0","0.0",0,1,2,"48.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-07,"4624/24/164/19","4624","24","164","19",16458279,"Nedre Askvik 50 H","nedre askvik",50,"D","H0202","5217","Boligblokker",2845036,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709777.97","-32464.24"
"2816",1750000,31,1989,4,"Red",169.27,"Betong","Fritt salg","Blokkleilighet",1,"571.8",0,0,0,0,0,0,0,18,"1517.0","0.0","1517.0","0.0",0,2,1,"65.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-12-01,"4624/24/164/2","4624","24","164","2",16458279,"Nedre Askvik 50 H","nedre askvik",50,"G","H0202","5217","Boligblokker",3414106,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709777.97","-32464.24"
"2818",1925000,31,1989,4,"Red",169.27,"Betong","Fritt salg","Blokkleilighet",1,"571.8",0,0,0,0,0,0,0,18,"1517.0","0.0","1517.0","0.0",0,1,3,"50.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-05-05,"4624/24/164/20","4624","24","164","20",16458279,"Nedre Askvik 50 H","nedre askvik",50,"E","H0202","5217","Boligblokker",2411138,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709777.97","-32464.24"
"2819",2530000,31,1989,4,"Red",169.27,"Betong","Fritt salg","Blokkleilighet",1,"571.8",0,0,0,0,0,0,0,18,"1517.0","0.0","1517.0","0.0",0,2,6,"70.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-11,"4624/24/164/7","4624","24","164","7",16458279,"Nedre Askvik 50 H","nedre askvik",50,"L","H0202","5217","Boligblokker",2217947,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709777.97","-32464.24"
"2820",3500000,85,1935,1,"Orange",379.99,"Tre","Fritt salg","Frittliggende enebolig",1,"1188.1",0,0,0,0,0,0,0,3,"230.0","0.0","230.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Underetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q2",2020-05-04,"4601/109/294/NA","4601","109","294","NA",139725425,"Fleslandsvegen 124","fleslandsvegen",124,NA,"H0201","5258","Småhus",2403462,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6723817.96","-39884.56"
"2826",3500000,85,1935,1,"Orange",379.99,"Tre","Fritt salg","Frittliggende enebolig",1,"1188.1",0,0,0,0,0,0,0,3,"230.0","0.0","230.0","0.0",0,1,1,"0.0",0,0,0,1,0,"Hovedetasje","Ikke Oppgitt",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q2",2020-05-04,"4601/109/294/NA","4601","109","294","NA",139725425,"Fleslandsvegen 124","fleslandsvegen",124,NA,"H0201","5258","Småhus",2403462,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6723817.96","-39884.56"
"2832",3500000,85,1935,1,"Orange",379.99,"Tre","Fritt salg","Frittliggende enebolig",1,"1188.1",0,0,0,0,0,0,0,3,"230.0","0.0","230.0","0.0",0,2,1,"0.0",0,0,0,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2020,"2020Q2",2020-05-04,"4601/109/294/NA","4601","109","294","NA",139725425,"Fleslandsvegen 124","fleslandsvegen",124,NA,"H0201","5258","Småhus",2403462,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6723817.96","-39884.56"
"2840",2150000,3,2017,5,"Red",113.87,"Tre","Fritt salg","Blokkleilighet",1,"2350.0",0,0,0,0,0,0,0,8,"566.0","0.0","566.0","398.0",0,2,3,"62.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-14,"4626/1/121/6","4626","1","121","6",300625792,"Stemmegardshaugane 8 G","stemmegardshaugane",8,"G","H0203","5382","Boligblokker",2325279,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6723608.11","-48176.2"
"2846",2725000,9,2011,5,"Red",158.16,"Tre","Fritt salg","Annet",1,"9510.3",1,0,0,0,0,0,0,4,"285.0","0.0","285.0","194.0",0,2,1,"70.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-08-05,"4627/10/745/23","4627","10","745","23",300117062,"Stongafjellsbakken 20 C","stongafjellsbakken",20,"C","H0201","5301","Småhus",2831970,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6736699.3","-38190.26"
"2848",2475000,82,1938,1,"Orange",525.1,"Tre","Fritt salg","Blokkleilighet",1,"913.6",0,0,0,0,0,0,0,5,"351.0","0.0","351.0","0.0",0,1,2,"0.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-04,"4601/42/246/2","4601","42","246","2",139484355,"Nesttunkollen 12","nesttunkollen",12,NA,"H0101","5221","Småhus",2544178,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6725613.96","-31647.58"
"2850",2520000,82,1938,1,"Orange",525.1,"Tre","Fritt salg","Blokkleilighet",1,"913.6",0,0,0,0,0,0,0,5,"351.0","0.0","351.0","0.0",0,1,1,"0.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-01,"4601/42/246/1","4601","42","246","1",139484355,"Nesttunkollen 12","nesttunkollen",12,NA,"H0101","5221","Småhus",2292807,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6725613.96","-31647.58"
"2852",4550000,17,2003,4,"Orange",163.64,"Tre","Fritt salg","Frittliggende enebolig",1,"4704.6",0,0,0,0,0,0,0,2,"302.0","0.0","302.0","0.0",0,1,1,"40.0",2,1,1,1,0,"Underetasje","Kjøkken",3,"Privat innlagt",2,"Privat kloakk",2020,"2020Q2",2020-05-07,"4631/233/105/NA","4631","233","105","NA",19231380,"Dyrhovden 2 A","dyrhovden",2,"B","H0101","5993","Småhus",2423844,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6759006.32","-19003.2"
"2856",4550000,17,2003,4,"Orange",163.64,"Tre","Fritt salg","Frittliggende enebolig",1,"4704.6",0,0,0,0,0,0,0,2,"302.0","0.0","302.0","0.0",0,1,1,"262.0",7,2,2,1,0,"Hovedetasje","Kjøkken",3,"Privat innlagt",2,"Privat kloakk",2020,"2020Q2",2020-05-07,"4631/233/105/NA","4631","233","105","NA",19231380,"Dyrhovden 2 A","dyrhovden",2,"A","H0101","5993","Småhus",2423844,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6759006.32","-19003.2"
"2860",4350000,22,1998,4,"Orange",176.18,"Tre","Fritt salg","Frittliggende enebolig",1,"951.4",0,0,0,0,0,0,0,2,"221.0","0.0","221.0","0.0",0,1,1,"149.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2020,"2020Q3",2020-08-07,"4626/150/172/NA","4626","150","172","NA",13004951,"Leirbakken 9","leirbakken",9,NA,"U0101","5382","Småhus",2845000,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6723276.29","-46879.38"
"2864",4350000,22,1998,4,"Orange",176.18,"Tre","Fritt salg","Frittliggende enebolig",1,"951.4",0,0,0,0,0,0,0,2,"221.0","0.0","221.0","0.0",0,1,1,"72.0",3,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",0,"Ikke Oppgitt",2020,"2020Q3",2020-08-07,"4626/150/172/NA","4626","150","172","NA",13004951,"Leirbakken 9","leirbakken",9,NA,"U0101","5382","Småhus",2845000,"Enebolig m/hybel/sokkelleil.","Bolig","Bolig","6723276.29","-46879.38"
"2868",5850000,27,1993,3,"Red",200.59,"Tre","Fritt salg","Rekkehus/kjede",1,"12738.8",1,0,0,0,0,0,0,6,"586.0","0.0","586.0","0.0",0,1,1,"126.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-05,"4601/20/1491/14","4601","20","1491","14",9528415,"Kråkenesdalen 195","kråkenesdalen",195,NA,"H0101","5153","Småhus",2192646,"Rekkehus","Bolig","Bolig","6727615.82","-33558.09"
"2872",5850000,27,1993,3,"Red",200.59,"Tre","Fritt salg","Rekkehus/kjede",1,"12738.8",1,0,0,0,0,0,0,6,"586.0","0.0","586.0","0.0",0,1,1,"67.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-05,"4601/20/1491/14","4601","20","1491","14",9528415,"Kråkenesdalen 195","kråkenesdalen",217,NA,"H0101","5153","Småhus",2192646,"Rekkehus","Bolig","Bolig","6727615.82","-33558.09"
"2876",2975000,2,2018,5,"Red",110.67,"Tre","Fritt salg","Blokkleilighet",1,"3327.1",1,0,0,0,0,0,0,8,"676.0","0.0","676.0","196.0",0,1,1,"99.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-11-23,"4627/12/1792/10","4627","12","1792","10",300591587,"Skiftesvikvegen 41 C","skiftesvikvegen",41,"A","H0201","5303","Boligblokker",3378012,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736972.83","-39700.28"
"2878",3050000,2,2018,5,"Red",110.67,"Tre","Fritt salg","Blokkleilighet",1,"3327.1",1,0,0,0,0,0,0,8,"676.0","0.0","676.0","196.0",0,2,1,"103.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q4",2020-10-05,"4627/12/1792/12","4627","12","1792","12",300591587,"Skiftesvikvegen 41 C","skiftesvikvegen",41,"C","H0201","5303","Boligblokker",3127361,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6736972.83","-39700.28"
"2884",3300000,3,2017,6,"Orange",128.53,"Tre","Fritt salg","Tomannsbolig",1,"523.3",0,0,0,0,0,0,0,1,"132.0","0.0","132.0","86.0",0,1,1,"132.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-13,"4624/73/85/NA","4624","73","85","NA",300637242,"Hegglandsdalsvegen 304 B","hegglandsdalsvegen",304,"B","H0101","5211","Småhus",2225313,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6713178.55","-24345.1"
