"","P","Alder","B.Ar","EL.Kar","O.Karak","BLEnergikWh","MatValg","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","RegBoDrivePlikt","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest"
"2935",14750000,10,2012,7,"Lightgreen",73.67,"Tre","Fritt salg","Frittliggende enebolig",1,"1288.6",0,0,0,0,0,0,0,2,"252.0","0.0","252.0","185.0",0,1,2,"158.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-04-29,"4601/13/647/NA","4601","13","647","NA",300229162,"Stavkirkevegen 13 A","stavkirkevegen",13,"A","H0102","5231","Småhus",458975,"Enebolig m/hybel/sokkelleil.","Uoppgitt","Bolig","6728612.52","-31562.31"
"2939",2700000,28,1991,4,"Red",216.84,"Tre","Fritt salg","Blokkleilighet",1,"2582.0",1,0,0,0,0,0,0,4,"266.0","0.0","266.0","0.0",0,1,1,"65.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-04-08,"4627/14/337/9","4627","14","337","9",9827226,"Ospedalhaugen 35","ospedalhaugen",33,NA,"U0101","5308","Småhus",415878,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6739537.56","-39047.48"
"2940",2600000,28,1991,4,"Red",216.84,"Tre","Fritt salg","Annet",1,"2582.0",1,0,0,0,0,0,0,4,"266.0","0.0","266.0","0.0",0,1,1,"67.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2019,"2019Q2",2019-05-29,"4627/14/337/12","4627","14","337","12",9827226,"Ospedalhaugen 35","ospedalhaugen",39,NA,"U0101","5308","Småhus",610018,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6739537.56","-39047.48"
"2941",2850000,31,1991,4,"Red",216.84,"Tre","Fritt salg","Blokkleilighet",1,"2582.0",1,0,0,0,0,0,0,4,"266.0","0.0","266.0","0.0",0,1,1,"65.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-06-22,"4627/14/337/10","4627","14","337","10",9827226,"Ospedalhaugen 35","ospedalhaugen",35,NA,"U0101","5308","Småhus",679127,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6739537.56","-39047.48"
"2943",3340000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,1,1,"67.0",3,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-06,"4601/189/435/4","4601","189","435","4",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"G","H0102","5130","Boligblokker",2078228,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2944",4840000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,2,1,"88.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-04-17,"4601/189/435/10","4601","189","435","10",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",2344667,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2946",5e+06,3,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,3,1,"88.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q2",2022-05-11,"4601/189/435/19","4601","189","435","19",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",509309,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2948",4240000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,4,2,"75.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-27,"4601/189/435/31","4601","189","435","31",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"G","H0102","5130","Boligblokker",2031936,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2950",2520000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,2,1,"55.0",2,1,1,0,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-03-25,"4601/189/435/18","4601","189","435","18",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2267736,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2952",3e+06,2,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,1,1,"49.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-06,"4601/189/435/8","4601","189","435","8",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"B","H0102","5130","Boligblokker",535272,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2953",5040000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,4,1,"88.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-27,"4601/189/435/28","4601","189","435","28",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",2031806,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2954",2340000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,2,2,"49.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-12,"4601/189/435/17","4601","189","435","17",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2101061,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2956",4340000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,4,5,"79.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-27,"4601/189/435/32","4601","189","435","32",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2032573,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2958",3940000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,3,1,"73.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-30,"4601/189/435/21","4601","189","435","21",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"G","H0102","5130","Boligblokker",2048591,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2960",3540000,2,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,1,2,"73.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-09,"4601/189/435/3","4601","189","435","3",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"G","H0102","5130","Boligblokker",409674,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2962",2340000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,1,1,"51.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-07,"4601/189/435/6","4601","189","435","6",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"E","H0102","5130","Boligblokker",2085217,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2963",3740000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,2,2,"75.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-03,"4601/189/435/13","4601","189","435","13",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"G","H0102","5130","Boligblokker",2059108,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2964",3e+06,2,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,4,4,"51.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-23,"4601/189/435/33","4601","189","435","33",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",1029244,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2965",2450000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,3,2,"49.0",2,1,1,0,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-12,"4601/189/435/26","4601","189","435","26",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2100924,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2967",4800000,3,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,2,2,"84.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2022,"2022Q3",2022-09-02,"4601/189/435/11","4601","189","435","11",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",974730,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2968",5040000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,5,2,"69.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-06-15,"4601/189/435/38","4601","189","435","38",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",2594542,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2969",2625000,1,2019,5,"Green",110.51,"Betong","Uoppgitt","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,2,4,"51.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-04,"4601/189/435/15","4601","189","435","15",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2064794,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2970",7800000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,7,1,"98.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q2",2020-05-06,"4601/189/435/42","4601","189","435","42",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",2417980,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2972",2620000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,3,1,"55.0",2,1,1,0,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-12,"4601/189/435/27","4601","189","435","27",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2101043,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2974",4840000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,6,2,"69.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q3",2020-07-15,"4601/189/435/41","4601","189","435","41",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",2748985,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2976",4140000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,2,5,"79.0",3,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-04,"4601/189/435/14","4601","189","435","14",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2064790,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2977",4040000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,4,1,"72.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-27,"4601/189/435/30","4601","189","435","30",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"G","H0102","5130","Boligblokker",2031753,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2978",8090000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,5,1,"115.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-27,"4601/189/435/39","4601","189","435","39",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2031833,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2980",2740000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,4,3,"48.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-28,"4601/189/435/34","4601","189","435","34",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2039269,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2982",4140000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,3,2,"75.0",3,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-29,"4601/189/435/22","4601","189","435","22",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"G","H0102","5130","Boligblokker",2041916,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2984",4140000,2,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,1,2,"81.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-05,"4601/189/435/1","4601","189","435","1",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",530240,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2985",3940000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,1,1,"79.0",4,2,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-06,"4601/189/435/5","4601","189","435","5",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"F","H0102","5130","Boligblokker",2078194,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2986",2340000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,1,1,"55.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-12,"4601/189/435/9","4601","189","435","9",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"A","H0102","5130","Boligblokker",2100989,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2987",2832678,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,3,3,"48.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-03,"4601/189/435/25","4601","189","435","25",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2058315,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2988",2840000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,3,4,"51.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-04,"4601/189/435/24","4601","189","435","24",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2064955,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2990",2465000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,2,3,"48.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-03,"4601/189/435/16","4601","189","435","16",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2061952,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2992",5240000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,5,1,"88.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-04,"4601/189/435/37","4601","189","435","37",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",2064076,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2994",2530000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,1,1,"48.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-17,"4601/189/435/7","4601","189","435","7",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"D","H0102","5130","Boligblokker",2116871,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2995",5040000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,4,2,"84.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-27,"4601/189/435/29","4601","189","435","29",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",2032515,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2996",4640000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,3,2,"84.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-31,"4601/189/435/20","4601","189","435","20",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",2052748,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2998",5440000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,6,1,"88.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-31,"4601/189/435/40","4601","189","435","40",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",2052945,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"2999",4240000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,3,5,"79.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-30,"4601/189/435/23","4601","189","435","23",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2049359,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"3000",2740000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,4,1,"55.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-24,"4601/189/435/36","4601","189","435","36",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2144710,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"3001",3840000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,2,1,"73.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-03,"4601/189/435/12","4601","189","435","12",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"G","H0102","5130","Boligblokker",2058607,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"3002",2740000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,4,2,"49.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-01-30,"4601/189/435/35","4601","189","435","35",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"C","H0102","5130","Boligblokker",2048628,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"3003",4240000,1,2019,5,"Green",110.51,"Betong","Fritt salg","Blokkleilighet",1,"915.0",1,0,0,0,0,0,0,42,"3310.0","0.0","3310.0","3549.0",0,1,1,"84.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2020,"2020Q1",2020-02-06,"4601/189/435/2","4601","189","435","2",300635610,"Myrdalsvegen 48 G","myrdalsvegen",48,"H","H0102","5130","Boligblokker",2076760,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6743105.84","-31079.89"
"3005",2590000,4,2017,6,"Red",110.32,"Tre","Fritt salg","Blokkleilighet",1,"2350.0",0,0,0,0,0,0,0,4,"352.0","0.0","352.0","126.0",0,2,2,"88.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-30,"4626/1/121/11","4626","1","121","11",300625796,"Stemmegardshaugane 10 D","stemmegardshaugane",10,"D","H0202","5382","Småhus",793658,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6723608.11","-48176.2"
