"","P","Alder","B.Ar","EL.Kar","EL.Kar.Original","O.Karak","O.Karak_num","BLEnergikWh","MatValg","MatValg_num","Oms.Typ","BolType","AntEiendom","EiendomAreal","VannkantGL","VegkantGL","RegLBE","RegGrunnforur","RegKulturEiendom","RegGrunnerverv","TotBoliger","BRA.Bolig","BRA.Annet","BRA.Tot","BebygdAreal","RegKulturByg","Etasje","Lopenr","Bruksareal.Enhet","AntallRom","AntallBad","AntallWC","PrivatEid","HarHeis","EtasjeSeksjon","Kjokken","VannKode","Vannforsyning","AvlopsKode","Avlop","DokumentAr","YearQuarter","DokumentDato","Matrikkel","Knr","Gnr","Bnr","Snr","Bygningsnummer","GateAdresse","EiendomAdressegatenavn","EiendomAdressehusnr","EiendomAdressebokstav","BruksEnhetsNummer","Postnummer","Bygningskategori","Dokumentnr","Bygningstype","Anvendelse","Naeringsgruppe","EiendomNordSor","EiendomOstVest","Andelsnummer","InternIdBruksenhet"
"1857",3450000,11,2010,5,"C","Red",1,131.4,"Betong",1,"Fritt salg","Blokkleilighet",1,"140.1",0,0,0,0,0,0,9,"506.0","0.0","506.0","0.0",1,1,2,"48.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-03,"4601/164/281/3",4601,164,281,"3",139276361,"Wessels gate 1 B","wessels gate",1,"B","H0102","5006","Boligblokker",511821,"Store sammenb. boligbygg på 5 etg. el. mer","Bolig","Bolig","6733563.84","-32235.19",5,4857319
"1860",2590000,4,2017,5,"C","Red",1,120.85,"Betong",1,"Fritt salg","Blokkleilighet",1,"4197.8",1,0,0,0,0,0,6,"436.0","0.0","436.0","218.0",0,1,1,"71.9",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-13,"4631/137/779/16",4631,137,779,"16",300577077,"Isdalstøbakken 1 H","isdalstøbakken",1,"B","H0203","5916","Boligblokker",1278780,"Store sammenbygde boligbygg på 2 etg.","Bolig","Bolig","6752997.2","-32575.51",3,6688029
"1861",2675000,4,2017,5,"C","Red",1,120.85,"Betong",1,"Fritt salg","Blokkleilighet",1,"4197.8",1,0,0,0,0,0,6,"436.0","0.0","436.0","218.0",0,2,1,"72.2",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-12,"4631/137/779/18",4631,137,779,"18",300577077,"Isdalstøbakken 1 H","isdalstøbakken",1,"H","H0203","5916","Boligblokker",182376,"Store sammenbygde boligbygg på 2 etg.","Bolig","Bolig","6752997.2","-32575.51",3,6688033
"1863",3e+06,7,2014,6,"B","Red",1,128.74,"Tre",4,"Fritt salg","Blokkleilighet",1,"12548.8",1,1,0,0,0,0,4,"298.0","0.0","298.0","1.0",0,1,1,"74.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-05,"4601/129/400/18",4601,129,400,"18",300095558,"Håkonshellaveien 135 B","håkonshellaveien",135,"B","H0101","5174","Småhus",273850,"Andre småhus m/3 boliger el fl","Bolig","Bolig","6730242.2","-40249.38",4,5798901
"1864",2170000,85,1936,1,"G","Red",1,651,"Betong",1,"Fritt salg","Blokkleilighet",1,"235.8",0,0,0,0,0,0,3,"150.0","0.0","150.0","0.0",0,1,1,"47.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-02,"4601/168/1002/1",4601,168,1002,"1",139333470,"Nyhavnssvingen 12 B","nyhavnssvingen",12,"B","U0101","5042","Småhus",256715,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6737511.26","-32508.62",5,4874626
"1868",4300000,12,2009,4,"D","Green",5,163.93,"Betong",1,"Fritt salg","Blokkleilighet",1,"10985.3",1,0,0,0,0,0,18,"1864.0","0.0","1864.0","0.0",0,1,1,"84.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",2,"Privat kloakk",2021,"2021Q4",2021-10-27,"4601/143/33/25",4601,143,33,"25",25599470,"Brøstanesveien 92","brøstanesveien",92,NA,"U0102","5178","Boligblokker",1345875,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6735241.89","-37488.17",6,4840027
"1871",3025000,12,2009,4,"D","Green",5,163.93,"Betong",1,"Fritt salg","Blokkleilighet",1,"10985.3",1,0,0,0,0,0,18,"1864.0","0.0","1864.0","0.0",0,1,2,"60.0",2,1,1,1,1,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",2,"Privat kloakk",2021,"2021Q1",2021-02-01,"4601/143/33/24",4601,143,33,"24",25599470,"Brøstanesveien 92","brøstanesveien",92,NA,"U0102","5178","Boligblokker",127455,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6735241.89","-37488.17",9,5982665
"1872",3e+06,8,2013,6,"B","Orange",2,128.66,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"698.2",0,0,0,0,0,0,1,"94.0","0.0","94.0","47.0",0,1,1,"94.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-24,"4631/134/477/3",4631,134,477,"3",300366985,"Vardane 156","vardane",156,NA,"H0101","5911","Småhus",354094,"Rekkehus","Bolig","Bolig","6754492.56","-34446.59",6,6282373
"1875",3390000,9,2012,4,"D","Red",1,160.41,"Betong",1,"Fritt salg","Blokkleilighet",1,"7470.7",1,0,0,0,0,0,16,"1364.0","0.0","1364.0","400.0",0,1,3,"70.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-02,"4601/10/846/19",4601,10,846,"19",300284021,"Nye Sædalsveien 86","nye sædalsveien",86,NA,"H0204","5099","Boligblokker",1520179,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6727979.57","-30008.13",6,6138902
"1876",3250000,9,2012,4,"D","Red",1,160.41,"Betong",1,"Fritt salg","Blokkleilighet",1,"7470.7",1,0,0,0,0,0,16,"1364.0","0.0","1364.0","400.0",0,1,4,"76.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-01-11,"4601/10/846/20",4601,10,846,"20",300284021,"Nye Sædalsveien 86","nye sædalsveien",86,NA,"H0204","5099","Boligblokker",35036,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6727979.57","-30008.13",4,6246711
"1877",3430000,9,2012,4,"D","Red",1,160.41,"Betong",1,"Fritt salg","Blokkleilighet",1,"7470.7",1,0,0,0,0,0,16,"1364.0","0.0","1364.0","400.0",0,3,3,"70.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-01,"4601/10/846/27",4601,10,846,"27",300284021,"Nye Sædalsveien 86","nye sædalsveien",86,NA,"H0204","5099","Boligblokker",1512620,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6727979.57","-30008.13",6,6138894
"1880",3200000,9,2012,4,"D","Red",1,160.41,"Betong",1,"Fritt salg","Blokkleilighet",1,"7470.7",1,0,0,0,0,0,16,"1364.0","0.0","1364.0","400.0",0,2,4,"76.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-11,"4601/10/846/24",4601,10,846,"24",300284021,"Nye Sædalsveien 86","nye sædalsveien",86,NA,"H0204","5099","Boligblokker",299258,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6727979.57","-30008.13",3,6246715
"1881",3050000,15,2006,4,"D","Red",1,162.56,"Tre",4,"Fritt salg","Blokkleilighet",1,"1826.2",0,0,0,0,0,0,12,"966.0","0.0","966.0","0.0",0,3,2,"70.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-26,"4624/54/747/11",4624,54,747,"11",21720240,"Gudridflaten 1 A","gudridflaten",1,"A","H0302","5210","Boligblokker",369013,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6712370.49","-27934.08",5,2359031
"1883",2450000,15,2006,4,"D","Red",1,162.56,"Tre",4,"Fritt salg","Blokkleilighet",1,"1826.2",0,0,0,0,0,0,12,"966.0","0.0","966.0","0.0",0,2,2,"63.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-06-16,"4624/54/747/10",4624,54,747,"10",21720240,"Gudridflaten 1 A","gudridflaten",1,"A","H0302","5210","Boligblokker",725798,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6712370.49","-27934.08",7,2359029
"1885",6800000,19,2002,5,"C","Yellow",3,133.79,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"835.7",0,0,0,0,0,0,1,"380.0","0.0","380.0","0.0",0,1,1,"380.0",6,3,3,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-16,"4624/8/528/NA",4624,8,528,"NA",21713384,"Internatvegen 20","internatvegen",20,NA,"H0101","5212","Småhus",317420,"Enebolig","Bolig","Bolig","6715922.84","-27621.69",7,2357068
"1886",5310000,31,1990,3,"E","Orange",2,224.75,"Tre",4,"Fritt salg","Tomannsbolig",3,"316.1",0,0,0,0,0,0,1,"140.0","0.0","140.0","0.0",0,1,1,"140.0",5,2,2,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q2",2021-04-20,"4601/116/153/NA",4601,116,153,"NA",139892895,"Skraneskogen 66 B","skraneskogen",66,"B",NA,"5252","Småhus",455750,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6724443.32","-36055.93",4,4949723
"1887",3600000,15,2006,5,"C","Red",1,139.31,"Tre",4,"Fritt salg","Tomannsbolig",1,"334.8",0,0,0,0,0,0,1,"119.0","0.0","119.0","0.0",0,1,1,"119.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-29,"4624/44/550/NA",4624,44,550,"NA",21721344,"Bjørnavegen 79 B","bjørnavegen",79,"B","H0101","5208","Småhus",375071,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6706173.23","-29388.56",7,2359345
"1902",3170000,13,2008,5,"C","Red",1,120.88,"Tre",4,"Fritt salg","Blokkleilighet",1,"1511.8",0,0,0,0,0,0,12,"1140.0","0.0","1140.0","1.0",0,2,1,"73.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-18,"4601/10/833/6",4601,10,833,"6",25597516,"Nye Sædalsveien 157","nye sædalsveien",157,NA,"H0201","5099","Boligblokker",207499,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6728324.94","-29471.11",10,4839882
"1904",2790000,16,2005,5,"C","Red",1,113.67,"Tre",4,"Fritt salg","Blokkleilighet",1,"5754.5",1,0,0,0,0,0,18,"1411.0","0.0","1411.0","765.0",0,2,3,"65.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-09-16,"4624/61/201/9",4624,61,201,"9",300393796,"Storestraumen 185","storestraumen",191,NA,NA,"5212","Boligblokker",1150629,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6714893.3","-27524.93",5,6329198
"1905",3200000,16,2005,5,"C","Red",1,113.67,"Tre",4,"Fritt salg","Blokkleilighet",2,"5754.5",1,0,0,0,0,0,18,"1411.0","0.0","1411.0","765.0",0,2,2,"85.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-05,"4624/61/201/11",4624,61,201,"11",300393796,"Storestraumen 185","storestraumen",185,NA,NA,"5212","Boligblokker",531241,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6714893.3","-27524.93",3,6329196
"1908",4250000,16,2005,5,"C","Red",1,113.67,"Tre",4,"Fritt salg","Blokkleilighet",1,"5754.5",1,0,0,0,0,0,18,"1411.0","0.0","1411.0","765.0",0,3,1,"113.0",3,1,2,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-04,"4624/61/201/13",4624,61,201,"13",300393796,"Storestraumen 185","storestraumen",191,NA,NA,"5212","Boligblokker",522083,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6714893.3","-27524.93",4,6329206
"1912",2850000,16,2005,5,"C","Red",1,113.67,"Tre",4,"Fritt salg","Blokkleilighet",2,"5754.5",1,0,0,0,0,0,18,"1411.0","0.0","1411.0","765.0",0,3,1,"65.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-12-01,"4624/61/201/16",4624,61,201,"16",300393796,"Storestraumen 185","storestraumen",185,NA,NA,"5212","Boligblokker",1515962,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6714893.3","-27524.93",133,6328410
"1913",4600000,9,2012,5,"C","Orange",2,132.55,"Tre",4,"Fritt salg","Tomannsbolig",1,"1666.8",0,0,0,0,0,0,1,"147.0","0.0","147.0","110.0",0,1,1,"147.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-08,"4627/13/607/2",4627,13,607,"2",300298538,"Løftet 63","løftet",63,NA,"H0101","5304","Småhus",159527,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6739508.41","-41291.7",6,6430526
"1916",2820000,105,1916,2,"F","Red",1,259.59,"Tre",4,"Fritt salg","Blokkleilighet",1,"321.8",0,0,0,0,0,0,5,"367.0","0.0","367.0","0.0",0,2,2,"54.0",2,1,1,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q4",2021-10-27,"4601/158/329/5",4601,158,329,"5",139215044,"Hordagaten 24","hordagaten",24,NA,"H0102","5055","Boligblokker",1345369,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6732075.29","-31692.84",3,6829054
"1917",2710000,105,1916,2,"F","Red",1,259.59,"Tre",4,"Fritt salg","Blokkleilighet",1,"321.8",0,0,0,0,0,0,5,"367.0","0.0","367.0","0.0",0,1,2,"50.0",2,1,1,1,0,"Hovedetasje","Ikke Oppgitt",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-01,"4601/158/329/3",4601,158,329,"3",139215044,"Hordagaten 24","hordagaten",24,NA,"H0102","5055","Boligblokker",245544,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6732075.29","-31692.84",3,6690208
"1918",4700000,22,1999,5,"C","Yellow",3,149.44,"Tre",4,"Fritt salg","Blokkleilighet",2,"303.4",0,0,0,0,0,0,1,"136.0","0.0","136.0","0.0",0,1,1,"136.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-11,"4601/143/941/NA",4601,143,941,"NA",20733071,"Skålevikstølen 7 D","skålevikstølen",7,"D","H0101","5178","Småhus",560451,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6734486.77","-37212.0",9,4823614
"1919",6700000,28,1993,3,"E","Orange",2,209.28,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"727.1",0,0,0,0,0,0,1,"135.0","0.0","135.0","0.0",0,2,1,"135.0",5,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-20,"4601/43/835/1",4601,43,835,"1",9526447,"Midtunhaugen 86 A","midtunhaugen",86,"A","H0101","5224","Småhus",455035,"Rekkehus","Bolig","Bolig","6725764.05","-31324.87",11,4814529
"1920",2500000,84,1937,1,"G","Red",1,413.95,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"333.1",0,0,0,0,0,0,6,"360.0","0.0","360.0","115.0",0,1,2,"47.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-01,"4601/158/704/2",4601,158,704,"2",139218892,"Nordre Skogveien 69","nordre skogveien",69,NA,"H0102","5057","Boligblokker",245033,"Store sammenb. boligbygg på 3 og 4 etg.","Bolig","Bolig","6732816.37","-32321.33",3,4845016
"1922",4380000,4,2017,6,"B","Red",1,118.23,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"301.5",0,0,0,0,0,0,1,"187.0","0.0","187.0","100.0",0,1,1,"187.0",5,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-30,"4626/33/656/NA",4626,33,656,"NA",300574712,"Brurasteinane 12","brurasteinane",12,NA,"H0101","5360","Småhus",378653,"Rekkehus","Bolig","Bolig","6731068.16","-45715.52",5,6682450
"1925",2900000,5,2016,4,"D","Green",5,145.91,"Betong",1,"Fritt salg","Blokkleilighet",1,"3905.9",0,0,0,0,0,0,15,"1250.0","0.0","1250.0","400.0",0,1,4,"58.0",2,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-08,"4601/116/264/26",4601,116,264,"26",300427506,"Sandsliåsen 47","sandsliåsen",47,NA,"U0104","5254","Boligblokker",279417,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6723873.53","-35444.05",3,6392620
"1927",2975000,5,2016,4,"D","Green",5,145.91,"Betong",1,"Fritt salg","Blokkleilighet",1,"3905.9",0,0,0,0,0,0,15,"1250.0","0.0","1250.0","400.0",0,1,3,"58.0",2,1,1,0,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-01-27,"4601/116/264/25",4601,116,264,"25",300427506,"Sandsliåsen 47","sandsliåsen",47,NA,"U0104","5254","Boligblokker",108097,"Stort frittliggende boligbygg på 5 etg. el. mer","Bolig","Bolig","6723873.53","-35444.05",18,4884119
"1930",5e+06,3,2018,5,"C","Red",1,136.01,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"288.3",0,0,0,0,0,0,1,"135.0","0.0","135.0","119.0",0,1,1,"135.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-19,"4627/10/1004/NA",4627,10,1004,"NA",300544002,"Stongafjellsvegen 367","stongafjellsvegen",367,NA,"H0101","5301","Småhus",334488,"Enebolig","Bolig","Bolig","6737200.32","-38457.79",4,6616984
"1931",3850000,50,1971,4,"D","Yellow",3,186.01,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"4609.0",1,0,0,0,0,0,1,"102.0","0.0","102.0","0.0",0,1,1,"102.0",4,1,1,1,0,"Hovedetasje","Kjøkken",0,"Ikke Oppgitt",0,"Ikke Oppgitt",2021,"2021Q2",2021-05-31,"4601/96/632/5",4601,96,632,"5",139889827,"Nordheimsvegen 7 A","nordheimsvegen",7,"A","H0101","5243","Småhus",635316,"Rekkehus","Bolig","Bolig","6719917.99","-32440.37",7,4949412
"1934",2020000,7,2014,4,"D","Orange",2,145.07,"Tre",4,"Fritt salg","Blokkleilighet",1,"6735.7",0,0,0,0,0,0,16,"1394.0","0.0","1394.0","704.0",0,2,1,"59.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-23,"4624/34/647/23",4624,34,647,"23",300326969,"Skeisbotnen 60 C","skeisbotnen",66,"D","H0201","5217","Boligblokker",476622,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709448.6","-31085.75",4,6215583
"1935",2130000,7,2014,4,"D","Orange",2,145.07,"Tre",4,"Fritt salg","Blokkleilighet",1,"6735.7",0,0,0,0,0,0,16,"1394.0","0.0","1394.0","704.0",0,2,1,"59.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-22,"4624/34/647/18",4624,34,647,"18",300326969,"Skeisbotnen 60 C","skeisbotnen",60,"C","H0201","5217","Boligblokker",221332,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6709448.6","-31085.75",5,6215595
"1944",5850000,24,1997,3,"E","Orange",2,218.57,"Tre",4,"Fritt salg","Tomannsbolig",1,"438.4",0,0,0,0,0,0,1,"151.0","0.0","151.0","0.0",0,1,1,"151.0",4,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-04-06,"4601/44/842/NA",4601,44,842,"NA",9572791,"Nordrevoll 29","nordrevoll",29,NA,"H0101","5223","Småhus",389185,"Tomannsbolig, vertikaldelt","Bolig","Bolig","6725650.87","-30934.05",5,6037719
"1947",3800000,19,2002,4,"D","Red",1,147.41,"Betong",1,"Fritt salg","Frittliggende enebolig",1,"6236.1",1,0,0,0,0,0,9,"801.0","0.0","801.0","0.0",0,2,1,"88.0",3,1,1,1,1,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-03,"4601/121/347/13",4601,121,347,"13",20763795,"Nordåsdalen 41","nordåsdalen",41,NA,"H0201","5235","Boligblokker",262303,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6724809.93","-33316.33",3,4827143
"1948",5700000,7,2014,5,"C","Green",5,150.35,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"1517.6",0,0,0,0,0,0,1,"217.0","0.0","217.0","0.0",0,1,1,"217.0",5,2,2,1,0,"Hovedetasje","Kjøkken",2,"Tilkn. privat vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-06,"4624/187/27/NA",4624,187,27,"NA",300408907,"Vik 90","vik",90,NA,"H0101","5643","Småhus",961499,"Enebolig","Bolig","Bolig","6706396.04","-17332.54",6,6356573
"1949",3590000,5,2016,6,"B","Orange",2,128.1,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"120.3",0,0,0,0,0,0,1,"110.0","0.0","110.0","74.0",0,1,1,"110.0",4,2,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-07,"4601/170/376/NA",4601,170,376,"NA",300422360,"Litlaskarstien 107","litlaskarstien",107,NA,"H0101","5111","Småhus",543989,"Rekkehus","Bolig","Bolig","6744543.22","-26970.33",5,6382956
"1951",2420000,79,1942,1,"G","Red",1,380.02,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"1750.9",0,0,0,0,0,0,27,"1298.0","0.0","1298.0","0.0",0,2,8,"46.0",2,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-31,"4601/154/459/14",4601,154,459,"14",139632133,"Monrad Mjeldes vei 7","monrad mjeldes vei",7,NA,"H0209","5161","Boligblokker",1070059,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732548.69","-33216.51",9,4902310
"1954",2850000,79,1942,1,"G","Red",1,380.02,"Mur/tegl",2,"Fritt salg","Blokkleilighet",1,"1750.9",0,0,0,0,0,0,27,"1298.0","0.0","1298.0","0.0",0,2,9,"70.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-15,"4601/154/459/15",4601,154,459,"15",139632133,"Monrad Mjeldes vei 7","monrad mjeldes vei",7,NA,"H0209","5161","Boligblokker",311515,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6732548.69","-33216.51",7,4902311
"1961",2460000,12,2009,5,"C","Orange",2,171.5,"Tre",4,"Fritt salg","Rekkehus/kjede",1,"1498.3",0,0,0,0,0,0,1,"77.0","0.0","77.0","77.0",0,1,1,"77.0",3,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",3,"Ingen kloakk",2021,"2021Q1",2021-02-05,"4627/42/177/2",4627,42,177,"2",25635310,"Festningsvegen 4","festningsvegen",4,NA,"H0101","5315","Småhus",153329,"Rekkehus","Bolig","Bolig","6755698.5","-48530.96",6,161677
"1962",5050000,23,1998,4,"D","Red",1,177.22,"Tre",4,"Fritt salg","Frittliggende enebolig",1,"769.2",0,0,0,0,0,0,1,"152.0","0.0","152.0","0.0",0,1,1,"152.0",5,1,2,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-03-30,"4627/10/527/NA",4627,10,527,"NA",19712028,"Svebrotet 101","svebrotet",101,NA,"H0101","5302","Småhus",379802,"Enebolig","Bolig","Bolig","6736663.17","-39438.53",9,132308
"1964",2475000,121,1900,1,"G","Red",1,546.9,"Tre",4,"Fritt salg","Blokkleilighet",1,"231.3",0,0,0,0,0,0,5,"399.0","0.0","399.0","0.0",0,1,2,"35.0",1,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q2",2021-05-19,"4601/167/8/2",4601,167,8,"2",139309219,"Øvre Sandviksveien 10","øvre sandviksveien",10,NA,"H0201","5034","Småhus",582876,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6735443.45","-31677.1",7,4867941
"1974",2500000,92,1929,1,"G","Yellow",3,361.62,"Betong",1,"Fritt salg","Blokkleilighet",1,"958.4",0,0,0,0,0,0,4,"568.0","0.0","568.0","0.0",0,1,1,"76.0",3,1,1,1,0,"Underetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q1",2021-02-15,"4601/146/66/1",4601,146,66,"1",139606949,"Sjøkrigsskoleveien 8 A","sjøkrigsskoleveien",8,"A","U0101","5165","Boligblokker",188633,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734427.78","-35276.66",6,4898330
"1975",2900000,92,1929,1,"G","Yellow",3,361.62,"Betong",1,"Fritt salg","Annet",1,"958.4",0,0,0,0,0,0,4,"568.0","0.0","568.0","0.0",0,3,1,"97.0",4,1,1,1,0,"Hovedetasje","Kjøkken",1,"Tilkn. off. vannverk",1,"Offentlig kloakk",2021,"2021Q3",2021-08-16,"4601/146/66/4",4601,146,66,"4",139606949,"Sjøkrigsskoleveien 8 A","sjøkrigsskoleveien",8,"A","U0101","5165","Boligblokker",1000108,"Stort frittliggende boligbygg på 3 og 4 etg.","Bolig","Bolig","6734427.78","-35276.66",15,4898327
